id,created_at,user_id,character_1,character_2,title,description,video_url,notation,damage,difficulty,no_ultimate,midscreen,corner,assist_combo,after_parry,category,starter,approved,upvotes,game_version,is_outdated,fuse_type,downvotes,works_on_characters,meter_cost,slug,fury
f9ef594b-3d14-4c6e-90be-27eb5a124054,2025-10-07T12:06:06.787315+00:00,74c471ae-c432-4eb0-a4db-bc053ff19593,Ahri,,basic bnb,,,M H 2S2 66 M H j. M H S1 land M H 2H j. M H S2,,beginner,False,True,False,False,False,combo,,True,2,1.0.0,False,,1,[],0,ahri-basic-bnb-VRISLZfI,False
b932ca19-90d4-4905-abaf-754506baf503,2025-10-09T17:45:09.415971+00:00,0379a8bf-dd70-44ac-925d-4f66f38fa518,Darius,,Near Corner Bnb,Need to be somewhat close for the 5M after the first 6S2 to hit,https://www.youtube.com/watch?v=e3_SDwHU9u0,M › H › 6S2 › M › H › 6S2~S2 › 66 › 5M › 2M › 5H › 6H › j. L › (delay) j. M › (delay) j. H l› 6H › sj. L › j. M › j. H › j. S2,549.0,intermediate,False,False,False,False,False,combo,,True,1,1.0.1,False,,1,[],0,darius-near-corner-bnb-549dmg-2ELNzhye,False
64b4ba6e-9103-450b-8f75-336954a6ae2b,2025-10-09T14:01:24.890922+00:00,457812d7-2ffa-4b3d-ab59-85c8c7a8dcb6,,,warwick/teemo 620 meterless midscreen,,https://x.com/BolSadguy/status/1975588755923742901,"M > H > S1 > 2 S1 ~ 6 M > j. S2 , 66 H > 3H > S1 > 2S1 ~ 6M > j. 2H > j. S2, 2S1 ~ 2H > 2S1 ~ 6 , S2 , 2S1 ~ M > j. 2H > j. S1 ~ S1 ~ S2",620.0,advanced,False,True,False,False,False,combo,,True,1,1.0.1,False,,1,[],0,warwickteemo-620-meterless-620dmg-0RAMgX8j,False
12089340-fe9f-4f9b-9dc4-5b9e3f81f25b,2025-10-07T14:36:06.555603+00:00,0379a8bf-dd70-44ac-925d-4f66f38fa518,Darius,,Midscreen Air Throw Combo,Combo off Air Throw at any height (delay j.S1 more the higher you are),https://www.youtube.com/watch?v=PJDEjPHL9LY,Air Throw > (delay) j. S1 > j. M > M > 2M > H > 6H > S1 ~ L > H > 6H > 2S1,402.0,intermediate,False,False,False,False,False,combo,throw,True,2,1.0.0,False,,0,[],0,darius-midscreen-air-throw-qGO_YegL,False
ae5bd360-c9a9-4dcf-8f6e-f2cebb39e98d,2025-10-09T04:40:46.027186+00:00,35ae4f12-59f0-44b5-8b34-de5213c9bb2e,Jinx,,Jinx Solo Rocket Jump BnB,"Difficult but rewarding BnB, requires strict timing on the 3S2,S2 and the hold j.H. ",https://youtu.be/k_jReuZ_R0Q,"M > 2H > 9 (delay) 3S2 , S2 , land 9 , j.H > S2 , land, 9 , j. H > 2H , H (hold) , land , 3S2 > S1 L",536.0,advanced,False,True,True,False,False,combo,neutral,True,4,1.0.1,False,,1,[],1,jinx-jinx-solo-rocket-536dmg-xVJ5QPtl,False
b00c2633-99b3-47d7-b0b0-5c78e424cf57,2025-10-09T17:35:59.81035+00:00,24696a98-4be4-43bc-a521-526258cf20c0,Warwick,Vi,"[986 Dmg] Warwick Bloodlust + Vi ""KILL TIME"" Combo","This can be done from anywhere on ANYONE, the ""I WANT TO KILL"" combo, the timing for the tag is kinda hard",https://youtu.be/AlpPpS3p47I,M > H > 3H > 2S2 > 8 ~ M > H > 2H > 8 ~ j. M > j. H > j. S1 > 6S2 > S2 > 2S2 > j. S2 ~ 4T > M + S1 > T > [[ S1 ]] > [ S2 ] Cancel S2 before last hit > S2 S1 or S1 + M,986.0,advanced,False,False,False,False,False,combo,neutral,True,3,1.0.1,False,double-down,1,[],3,warwick-vi-986-dmg-warwick-986dmg-Za_IX9ci,False
aeee2fdb-abcb-464d-acb2-3c1f2366f112,2025-10-07T18:50:31.795856+00:00,b2eaf023-505f-4a9a-b8c6-870a1243cbfc,Ekko,,Ekko jump in combo,"Classic S2 twice and activate fury, catch, launch, spike to the ground, take a break and do the ultimate.",https://youtu.be/eRt7soywtyQ,"9H , M , H , S2 , S2 , S2 T , 6 , M , H , 2H , 9M , H , 6S2 , H , 6S1 , S1 + S2",950.0,intermediate,False,False,False,False,False,combo,punish,True,2,1.0.1,False,,0,[],3,ekko-ekko-jump-combo-950dmg-5s4dudkp,True
e797ff92-9558-49df-9a38-62a154fdee11,2025-10-13T02:04:11.414634+00:00,8888c0f2-9ece-472d-949f-ceaeaa704cb8,Ahri,,Ahri doing something Rev2: Robotic Boogaloo,"This time it's personal
PD: high risk high reward",https://www.youtube.com/watch?v=VI0I3EfTOAk,L M H 6 + S2 7 + S2 S2 2 + S1 66 SlightlyChargeH land 2H M H 6 + S2 4 + S2 S2 (delay) S2 + T T (delay) S1 S1 4 + S2 S2 2 + S1 66 SlightlyChargeH land 2H M H 6 + S2 4 + S2 S2 (delay) S1 + L S2 + L,1396.0,intermediate,False,True,False,False,False,combo,,True,1,1.0.1.1,False,juggernaut,0,[],3,ahri-ahri-doing-something-1396dmg-J6CTNUHe,True
51ad5e2e-00cd-4e57-a688-d51260a01e9c,2025-10-16T04:42:53.680292+00:00,f8f6f59a-16e4-436d-93df-fa973babba1f,Vi,,Practical Corner Electric Combo 2,"Alternative corner electric combo, same damage as the other one, so it's mostly just preference",,"2M / M > H > 6S1 ~ L ~ { M } > 6S1 ~ { L } ~ { M } > 6S1 ~ { L } > S1 , 2L > 2M > H > H > (delay) 2H > j.H > j.S1",510.0,intermediate,True,False,True,False,False,combo,,True,1,1.0.1.1,False,,0,[],0,vi-practical-corner-electric-510dmg-_RQzPfkV,False
15766902-5827-49f3-b8b3-b9b0e7d0dcfa,2025-10-08T09:08:46.093475+00:00,ab7a8dd2-ed50-4d53-9fea-fce3d5d01e85,Illaoi,,Anywhere BnB (4/5ths Corner Carry),Your go to combo in nearly every case to get to corner and set up Super 2,,M 2M H 2S2 66M H 9 j.M H S1 land66 2M M H 2H 1 9 j.M H S2 (Super),487.0,intermediate,False,True,True,False,False,combo,,True,3,1.0.1,False,,0,[],0,illaoi-anywhere-bnb-45ths-tkSOT-eG,False
cf845c9d-88ee-4620-8d80-1fec3a974ad3,2025-10-09T14:06:17.153103+00:00,457812d7-2ffa-4b3d-ab59-85c8c7a8dcb6,Warwick,,ww bloodlust,"midscreen bnb while in bloodlust. first ender is for damage, second is for limit strike oki",https://x.com/myumichii/status/1975691109922705889,"M , H 2 S2 ~ j. M , H , 2H , j. M , j. H , j. S1 ,6S2 , S2 ~ 2S2 ender",476.0,intermediate,False,False,False,False,False,combo,,True,2,1.0.1,False,,1,[],0,warwick-bloodlust-Nhc9AEHE,False
c3cba924-54f7-4c00-ba09-aedb72de78c3,2025-10-09T17:49:55.480957+00:00,0379a8bf-dd70-44ac-925d-4f66f38fa518,Darius,,Corner Throw Combo,,https://www.youtube.com/watch?v=UIZ1NNLUUnc,Throw › 5M › 2M › 5H › 6H › S1 ~ L › 5H › 6H › 2S1,369.0,intermediate,False,False,True,False,False,combo,throw,True,1,1.0.1,False,,1,[],0,darius-corner-throw-combo-Uv7oYt19,False
c9ef140b-70ff-4bce-8b80-2c3f3dc55114,2025-10-09T14:06:50.248353+00:00,738dd834-2d88-4204-8217-9f992c38c9c3,Warwick,Vi,WW / Vi meterless bnb,"571 Damage WW/Vi bnb. Can go into super 1
First part doesn't work on crouching targets, can just replace with M > H > 2H",,"M > H > [ 2S1 ] ~ M , H > 2H > j. M > j. H > j. S1 , 4T > H > 2S2 > T > (Vi) [ S1 ] > 66 > 2T > (WW) j. H > j. S1 , 6S2 > 2S2",571.0,intermediate,False,True,False,False,False,combo,neutral,True,2,1.0.1,False,,1,[],0,warwick-vi-meterless-bnb-571dmg-MOgmR8AH,False
552e5247-6aca-4410-82a6-2b83816b5e93,2025-10-08T11:16:41.828067+00:00,d375dff8-26b2-4637-aa93-c104297ecd8e,Yasuo,,One shot almost true combo yasuo,It can be true if the opponent just getup in air in the second part,https://youtu.be/QQZIeWG8Su0?si=3nWNTLrO_uOA_aFX,L M H 2H j.H j.2H j.S1Hold 2S1 L 2S1 M 2S1 H (delay) S1Hold 2S1 M j.H j.2H j.S1 j.S1 j.S2 S2 + L S1 + S2,,advanced,False,False,False,False,False,combo,,True,4,1.0.1,False,,0,['Yasuo'],3,yasuo-one-shot-almost-67tWK3Bh,False
ccd4a3c6-94d8-4974-864d-8f9c9d96c946,2025-10-11T08:23:00+00:00,457812d7-2ffa-4b3d-ab59-85c8c7a8dcb6,Ekko,Warwick,Ekko/Warwick Corner Combo,Corner combo using Double Down fuse,https://x.com/JotaroFgc/status/1976240473170903361,M - H - S2 - S1+L - 2S2 - 9[S2] - L - M - H - 6S1 - 2S2 - 6S1 - 4T - 6S1 - 4T - 6S1 - T - 6S1 - 2S2 - S1+L,,intermediate,False,False,True,False,False,combo,,True,1,1.0.1.1,False,double-down,2,[],0,ekko-ww-corner-1,False
c422c63e-bc25-4be9-b923-35a3a3daca5f,2025-10-08T19:50:38.40879+00:00,46622eaa-4df0-41af-a024-9d9633fedcbf,Vi,,Simple Wall Bounce combo,"You can start however you like, I usually start with M H H",,M > H > H > S2 > 66 > 2 + H > 9 + M > H > S1 > M + S2,540.0,beginner,False,True,False,False,False,combo,neutral,True,3,1.0.1,False,,1,[],0,vi-simple-wall-bounce-540dmg-BinDmjAZ,False
65ffd1ce-eaf5-4def-b35c-8324f6810535,2025-10-09T14:15:18.962829+00:00,738dd834-2d88-4204-8217-9f992c38c9c3,Warwick,Vi,Bloodlust WW / Vi Meter Dump (DoubleDown),950 damage. Requires full Bloodlust and Double Down fuse,,"M -> H -> 3H -> 2S2 -> 8 ~ M , H -> H -> j. M -> j. H -> j S1 , 6S2 , 2S2 -> S1 , 4T -> 2S2 -> T -> (Vi) [ S1 ] -> 2T -> (WW) j. H -> j. S1 , 6S2 -> ( S2 + M ) -> ( S1 + S2 )",950.0,intermediate,False,True,False,False,False,combo,neutral,True,3,1.0.1,False,double-down,0,[],3,warwick-vi-bloodlust-meter-dump-950dmg-oiJX5vce,False
3a255e99-0d46-4846-b136-25bdd67f786b,2025-10-11T09:47:00+00:00,2d5b2ae7-8552-44a7-b7c9-3853f5e7c868,Warwick,Darius,Warwick/Darius Bloodlust Combo,Combo while in Bloodlust state. Almost reaches full bloodlust,https://x.com/2manyhuzz/status/1975733445394637182,5M > 2M > 5H > 2H > S1 > 6S2 > S2 > T > 6S2 > S2,,intermediate,False,False,False,False,False,combo,,True,1,1.0.1.1,False,double-down,1,[],0,ww-darius-blood-1,True
6677016d-a591-4968-8066-b2ae33903332,2025-10-10T04:04:28.694546+00:00,543215d9-0bd1-424d-948c-82993711a40b,Illaoi,Blitzcrank,(550+ DMG) Illaoi/Blitz Freestyle,"Back again with day 2! Love this site and plan to use it more. Anyways, There's probably some optimization, but it's day 2. 

Can be done on round start, but DOES require freestyle.",https://youtu.be/k3HIagkQKVg,M > H > 2S2 > 4T > 2M > 2H > 9 > M or H > S1 > T > 9 > H (charged) > T > 9 > S2 > S1 + (L/M/H),564.0,advanced,False,False,False,False,False,combo,neutral,True,1,1.0.1.1,False,freestyle,1,[],1,illaoi-blitzcrank-550-dmg-illaoiblitz-564dmg-LCtUyewp,False
59aba018-b368-4fe1-906e-7600e71ebc56,2025-10-08T20:02:02.286733+00:00,46622eaa-4df0-41af-a024-9d9633fedcbf,Vi,,Beginner Midscreen Neutral Combo,"You can start however you like, I usually start with M H H",,M > H > H > S1 > L > M > H > H > S1 > S2 > M + S1,550.0,beginner,False,True,False,False,False,combo,neutral,True,2,1.0.1,False,,1,[],1,vi-beginner-midscreen-neutral-550dmg-P4YVJTfH,False
6c6a5574-2062-4b66-8bfa-38c259cb1d7d,2025-10-09T12:09:31.568391+00:00,1c5302d2-0d86-4e71-97db-5ebb3f7fb0e7,Warwick,Darius,Fast Bloodlust Midscreen,Midscreen combo with Darius,https://x.com/i/status/1975662283343679529,M H 2S2 T M H 2H M H S1 6S2 S2 S2 S2 S1 S1 + L,574.0,beginner,False,True,False,False,False,combo,,True,3,1.0.1,False,,1,[],1,warwick-darius-fast-bloodlust-midscreen-574dmg-3ll-LGUW,False
2e9c79aa-944a-451a-86a5-8c97eb4b9aa1,2025-10-10T21:53:27.095272+00:00,8578fecf-03b4-43fe-8905-1f40e31dcd67,Teemo,,12 d 1m,you get 12 darts and 1 mushroom ,https://fixupx.com/silent_yeen/status/1976503496863277299,,,intermediate,False,True,False,False,False,combo,,True,2,1.0.1.1,False,,0,[],0,teemo-kYCroOyo,False
909b73ff-2126-411b-82a9-760b2e08d826,2025-10-07T09:40:01.384374+00:00,70912316-6758-44b7-a993-7ec797b637cd,Vi,Blitzcrank,Very Beginner combo for Vi (No Electrics),Combo for new players. No Electrics needed,https://youtu.be/GUBf04gtcH4?si=IeOTmvpxVgIbi9OC,L > M > H > H > S1 > L > M > H > 6S1 > L H H > 2S2 > 4T > L > M > H H > S2 S2 > S1 > M + S2 > T M + S2,600.0,beginner,False,True,True,False,False,combo,,True,3,1.0.0,False,double-down,1,"['Vi', 'Blitzcrank']",2,vi-blitzcrank-very-beginner-combo-600dmg-InM58BxW,False
2c55b856-3aeb-4ad3-8323-fff58d0a5c35,2025-10-07T11:47:10.082848+00:00,93d3a65d-d17e-48f2-b85d-5585f86308d7,Jinx,Darius,Jinx/Darius bnb assist combo,A combo for Jinx's 5M starter bnb to leverage more damage with a Darius assist,https://youtu.be/wXNBbyAW3oI,M > H > 2 + H > j.M > H > 2 + H > 6 + T > 6 (delay) > M > H > 2 + H > j.M > H > S2 > S1 + M > (delay) S2 + M,669.0,intermediate,False,True,True,False,True,combo,neutral,True,3,1.0.0,False,double-down,1,[],2,jinx-darius-jinxdarius-bnb-assist-669dmg-3notuI61,False
ad06da4a-98cc-4b48-8a1d-d3787ece5627,2025-10-01T05:34:13.08178+00:00,457812d7-2ffa-4b3d-ab59-85c8c7a8dcb6,Yasuo,,Yasuo BnB,Simple Yasuo BnB,https://www.youtube.com/watch?v=fSbSBkZKlCg,L > M > H > 2 S1 > 2 H > 6 S1 > S2 > S1 > S2 > 2 S1 > S1 + S2,,beginner,False,False,False,False,False,combo,neutral,True,2,1.0.0,False,,2,[],3,yasuo-yasuo-bnb-vsJ4A_-S,False
ce7a4226-ca14-4e14-ac4b-549dd891bab8,2025-10-07T17:30:28.259237+00:00,b2eaf023-505f-4a9a-b8c6-870a1243cbfc,Blitzcrank,,Blitzcrank easy strategy,Activate fury mid-combo and pull the opponent closer with S1 and do the ultimate.,https://youtu.be/2finlR2WMzo,"9H , M , H , 2H , S2 + T , 6 , M , H , 2S1 , S1 + S2",950.0,beginner,False,False,False,False,False,setplay,,True,3,1.0.1,False,,1,[],3,blitzcrank-setplay-blitzcrank-easy-strategy-950dmg-bETuenB7,True
9d6d2a8b-cd9d-4ca2-a7de-0075e50dc962,2025-10-27T21:52:18.14683+00:00,a7d96ca6-e2c8-4e21-8259-5955e0114534,Yasuo,,Easy Yasuo Combo for Beginners,"An easy-to-execute combo that only requires a few buttons and simple inputs. It’s easy to pull off, and once you master it, it’s very hard to drop.",,L > M > H > 2H > 9H > S1 > S1 > S2 > M + S2 > S1 + S2,,beginner,True,False,False,False,False,combo,,True,0,1.0.1.1,False,,0,[],3,easy-yasuo-combo-f4ufVHma,False
8ae500d4-3873-4477-8f95-09b4cd9af724,2025-10-07T15:07:19.977335+00:00,729b5cd2-9a0b-49e7-b030-c83a9f60d1e4,Ekko,Braum,DD Braum S1 super tag,Utilizing the Double Down tag you can combo Braum S1 super into Ekko Timewinder ,https://medal.tv/games/2xko/clips/lbKRMwQDY2WLIsbhS/spok?invite=cr-MSxOblksMTY2OTAwMDM4LA,,,intermediate,False,False,True,False,False,combo,,True,2,1.0.0,False,double-down,2,[],2,ekko-braum-braum-super-tag-XfOAESsG,False
0791391e-e8d3-4cfa-9415-a748f8c9eb4d,2025-10-07T12:07:45.329045+00:00,d6d92023-1bfa-4559-9ead-3f059b016af7,Vi,,Easy Vi BnB,,,L M H S2 66L M H 9L M H S1 S2 + M,450.0,beginner,False,False,False,False,False,combo,neutral,True,5,1.0.0,False,double-down,0,[],1,vi-easy-bnb-RAwYZT_i,False
4a34b557-6668-4f0c-9045-fd73d9ab51c0,2025-10-07T13:53:51.916151+00:00,dcdbbe96-6021-4953-8e25-6d0a7ed950e8,Ekko,,Ekko Basic Solo Corner BNB,"As long as you’re in the corner by the second S2, this works. If not, you’d need a micro dash before the next L.",,M H S2 S2 L H S2 2S2 j. [ S2 ] land L M H 6S1 2S2 6S1 S1 + S2,700.0,intermediate,False,False,True,False,False,combo,,True,3,1.0.0,False,,1,[],3,ekko-ekko-basic-solo-700dmg-_JpxyLsg,False
4fa5be2a-dd37-4bab-84e3-548e1beda878,2025-10-07T13:09:21.278602+00:00,61d6f0ec-c062-401d-a63d-c066d77ec763,Yasuo,,yasuo combo,I have no idea if this actually works,,"L L M H 2 + H ""in_air"" H 2 + H 2 + S1 land 2 + S1 3 + H (delay)4S1 4 + S1 S2 ""in_air"" S1 S1 S2 land2 + S1 L S1 + [ L M H ]",,intermediate,False,True,False,False,False,combo,,True,3,1.0.0,False,,3,['Yasuo'],1,yasuo-yasuo-combo-ZYDLbp2-,False
9a8802b5-478a-4b44-836a-78cddb8847ca,2025-10-05T08:32:48.809937+00:00,352b20b8-e31d-4377-b516-d3db42a61796,Vi,,Vi Simple mixup on block,,https://youtu.be/0AQR6mwuo2g,L > M > 6S1 > M + H,230.0,beginner,False,False,False,False,False,mixup,neutral,True,3,1.0.0,False,,2,[],0,vi-mixup-simple-mixup-block-_NzfjAvm,False
6e778c5a-b95b-4bcd-b83c-1e768c85dfc7,2025-10-07T15:19:42.996799+00:00,e56181da-0226-47f0-981d-85f0e1a40964,Vi,,MidScreen Solo Optimal Damage,"'m.' = MASH
Triple Upper into Double Electric",https://youtu.be/pmZdZMFGuF0,M > H > 6S1 > L > [ M ] > 6S1 > [ M ] > 6S1 > [ M ] > 6S1 > [ L ] > [ M ] > S1 > H > H > m. S2 > 2S2,502.0,advanced,False,True,False,False,False,combo,neutral,True,4,1.0.0,False,,2,[],0,vi-midscreen-solo-optimal-502dmg-nJF93gHK,False
e9a3f84d-08a2-4744-b0da-9cea0bee24a2,2025-10-07T15:22:31.283392+00:00,e56181da-0226-47f0-981d-85f0e1a40964,Vi,,Optimal Damage Corner,"'m.' = MASH
",https://www.youtube.com/watch?v=3iVVpqmZJOA,M > H > 6S1 > L > [ H ] > 6S1 > [ L ] > [ M ] > [ S1 ] > 2L > M > 2M > H > H > m. S2 > 4S1 > L > M,512.0,advanced,False,False,True,False,False,combo,neutral,True,4,1.0.0,False,,2,[],0,vi-optimal-damage-corner-512dmg-YaNmAvNk,False
a0bd77fd-5290-452b-b9c5-2dfcb820f03c,2025-10-07T18:33:04.67911+00:00,6efb71eb-1db8-4fe4-b93a-62b1513ddb69,Braum,,Midscreen unbreakable far 5M BnB,"Midscreen combo with a far 5M starter, lots of dash cancels for spacing the charge moves. Needs Braums passive Unbreakable.",https://youtu.be/a8MqiI068kE,H > H > S1 > 44 > 6 [ H ] > 66 > 6 [ H ] > 66 > 6 [ S1 ] > sjc > j. [ H ] > j.S2 > H > Jump > j.S1 > S2 Super,683.0,advanced,False,True,False,False,False,combo,neutral,True,4,1.0.1,False,,1,[],1,braum-midscreen-unbreakable-far-683dmg--BoHwWZb,False
aae0461c-ec0b-4b3d-8b49-93b49b98aff2,2025-10-10T04:41:32.464685+00:00,7c6ef5e3-9221-41a7-8775-5580b417bdc1,Blitzcrank,,eazy opener ,,,S2 S1 L L L L L,,beginner,False,False,False,False,False,combo,,True,3,1.0.1.1,False,,0,[],0,blitzcrank-eazy-opener-z8XgfEFb,False
a182c16a-1cab-4b6a-9725-df21d4bc337f,2025-10-01T12:45:38.563432+00:00,457812d7-2ffa-4b3d-ab59-85c8c7a8dcb6,Darius,,Darius combo for beginners,Darius basic combo for beginners,https://www.youtube.com/watch?v=2Q6zOeEGIvQ,M > H > 2 H > j. M > j. M > S1 (delay) > j. H > H > 2 S1 > S1,441.0,beginner,False,False,False,False,False,combo,neutral,True,4,1.0.0,False,,0,[],0,darius-darius-combo-for-k4yXbg7-,False
